"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"p_0001";"v_1";"v_12";"v_13";"v_14";"v_15";"v_16";"v_17";"v_9";"v_20";"v_21";"v_10";"v_11";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6658839";"rts6658840";"rts6658841";"rts6669991";"rts6670219";"rts6674846";"rnd_pg_6658842"
"123";"0";"0";"33";"6658837";"-77";"408";"-77";"1";"6";"5";"6";"4";"5";"3";"1";"1";"-99";"59";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"e36f4ad03326c8cc57aaf37cd3756e08";"1";"0";"1687264625";"2023-06-20 12:37:05";"2023-06-20 12:43:53";"0000-00-00 00:00:00";"86";"280";"0";"371";"408";"390";"6658840"
"124";"0";"0";"33";"6658837";"-77";"145";"-77";"1";"6";"6";"6";"4";"6";"6";"2";"2";"-99";"39";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"3f6ecc4892cfa137e5f24ec5bb3bd475";"1";"0";"1687265629";"2023-06-20 12:53:49";"2023-06-20 12:56:14";"0000-00-00 00:00:00";"23";"61";"0";"124";"145";"132";"6658840"
"126";"0";"0";"33";"6658837";"-77";"103";"-77";"1";"6";"7";"6";"4";"7";"6";"5";"2";"-99";"19";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"1";"0";"-77";"-77";"e3b8c683379bcb45ab894765c70850dc";"1";"0";"1687266485";"2023-06-20 13:08:05";"2023-06-20 13:09:48";"0000-00-00 00:00:00";"18";"0";"43";"86";"103";"91";"6658841"
"127";"0";"0";"33";"6658837";"-77";"192";"-77";"1";"6";"5";"6";"4";"4";"6";"5";"1";"-99";"39";"1";"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/114.0";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"1";"0";"-77";"-77";"22443446f058836194383501eb0e6eac";"1";"0";"1687267046";"2023-06-20 13:17:26";"2023-06-20 13:20:38";"0000-00-00 00:00:00";"50";"0";"87";"168";"192";"178";"6658841"
"130";"0";"0";"33";"6658837";"-77";"183";"-77";"1";"7";"6";"7";"5";"6";"6";"5";"2";"-99";"50";"1";"Mozilla/5.0 (Linux; Android 12; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"d9dc75d8a202a5ce873a69df49bd6d8e";"1";"0";"1687269503";"2023-06-20 13:58:23";"2023-06-20 14:01:26";"0000-00-00 00:00:00";"18";"92";"0";"152";"183";"168";"6658840"
"131";"0";"0";"33";"6658837";"-77";"89";"4300";"1";"4";"5";"5";"3";"3";"3";"2";"2";"-99";"23";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"1";"1";"0";"-77";"-77";"5a32799f4074dd6fb62855381e0ba932";"1";"0";"1687269862";"2023-06-20 14:04:22";"2023-06-20 14:05:51";"0000-00-00 00:00:00";"7";"32";"0";"63";"89";"74";"6658840"
"134";"0";"0";"33";"6658837";"-77";"149";"-77";"1";"5";"6";"6";"6";"7";"6";"3";"1";"-99";"42";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"71845b12224595bc9362fb5e8ddc547d";"1";"0";"1687273374";"2023-06-20 15:02:54";"2023-06-20 15:05:23";"0000-00-00 00:00:00";"31";"0";"61";"122";"149";"130";"6658841"
"136";"0";"0";"33";"6658837";"-77";"110";"-77";"1";"5";"6";"5";"5";"5";"5";"3";"2";"-99";"28";"2";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"9f70f54051db5000ad3b5dd5d0fd45e3";"1";"0";"1687275274";"2023-06-20 15:34:34";"2023-06-20 15:36:24";"0000-00-00 00:00:00";"18";"0";"39";"91";"110";"99";"6658841"
"137";"0";"0";"33";"6658837";"-77";"155";"-77";"1";"3";"4";"3";"2";"3";"3";"2";"1";"-99";"38";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"7b1d0fc8cf8c674d4a53bf2223186ac2";"1";"0";"1687277314";"2023-06-20 16:08:34";"2023-06-20 16:11:09";"0000-00-00 00:00:00";"9";"0";"46";"122";"155";"142";"6658841"
"138";"0";"0";"33";"6658837";"-77";"150";"-77";"1";"7";"7";"7";"7";"7";"7";"4";"2";"-99";"36";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"86d99592002ed1863d14681d0ddfe5e0";"1";"0";"1687283586";"2023-06-20 17:53:06";"2023-06-20 17:55:36";"0000-00-00 00:00:00";"33";"106";"0";"126";"150";"137";"6658840"
"139";"0";"0";"33";"6658837";"-77";"374";"-77";"1";"5";"4";"6";"3";"6";"4";"4";"2";"-99";"36";"1";"Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-M526BR) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/21.0 Chrome/110.0.5481.154 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"0e3c72eb5671d99ba082addd5ce905fa";"1";"0";"1687283906";"2023-06-20 17:58:26";"2023-06-20 18:04:40";"0000-00-00 00:00:00";"93";"0";"161";"314";"374";"349";"6658841"
"141";"0";"0";"33";"6658837";"-77";"135";"-77";"1";"4";"4";"4";"4";"4";"3";"1";"2";"-99";"63";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"cd2f9f1b0affa552645907ee33447c01";"1";"0";"1687291362";"2023-06-20 20:02:42";"2023-06-20 20:04:57";"0000-00-00 00:00:00";"20";"51";"0";"109";"135";"118";"6658840"
"142";"0";"0";"33";"6658837";"-77";"167";"4084";"1";"6";"6";"6";"6";"6";"7";"5";"2";"-99";"19";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"bdb34315f698c0b63b7f4224bb87d931";"1";"0";"1687294477";"2023-06-20 20:54:37";"2023-06-20 20:57:24";"0000-00-00 00:00:00";"17";"73";"0";"128";"167";"141";"6658840"
"146";"0";"0";"33";"6658837";"-77";"595";"-77";"1";"6";"4";"6";"4";"6";"4";"5";"2";"-99";"48";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/114.0";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6669991,6669991,6669991,6674846,6670219,6669990,6658837";"1";"1";"0";"-77";"-77";"c1fea35ea31c9f34ef923d4f32a051d2";"1";"0";"1687327871";"2023-06-21 06:11:11";"2023-06-21 06:21:06";"0000-00-00 00:00:00";"107";"0";"503";"569";"595";"582";"6658841"
"147";"0";"0";"33";"6658837";"-77";"124";"-77";"1";"6";"5";"6";"5";"6";"6";"3";"2";"-99";"35";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.4 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"89eac9fced1599289235aefbc12171d9";"1";"0";"1687328982";"2023-06-21 06:29:42";"2023-06-21 06:31:46";"0000-00-00 00:00:00";"12";"47";"0";"106";"124";"115";"6658840"
"148";"0";"0";"33";"6658837";"-77";"191";"5134";"1";"4";"2";"3";"1";"2";"2";"4";"2";"-99";"22";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"c2ab7c67ed0022b2082e52d7f16b053e";"1";"0";"1687331338";"2023-06-21 07:08:58";"2023-06-21 07:12:09";"0000-00-00 00:00:00";"77";"0";"116";"164";"191";"175";"6658841"
"150";"0";"0";"33";"6658837";"-77";"99";"5122";"1";"5";"6";"6";"4";"5";"6";"5";"2";"-99";"23";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"52731b4135dc541a12e15523868ffb27";"1";"0";"1687336539";"2023-06-21 08:35:39";"2023-06-21 08:37:18";"0000-00-00 00:00:00";"16";"0";"54";"80";"99";"88";"6658841"
"151";"0";"0";"33";"6658837";"-77";"128";"4297";"1";"5";"4";"5";"2";"4";"3";"1";"2";"-99";"21";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"1f0a13e5b869e7af2bb778376d4a01ec";"1";"0";"1687342888";"2023-06-21 10:21:28";"2023-06-21 10:23:36";"0000-00-00 00:00:00";"18";"81";"0";"106";"128";"116";"6658840"
"152";"0";"0";"33";"6658837";"-77";"136";"5026";"1";"6";"6";"5";"6";"5";"6";"5";"2";"-99";"22";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"155a19e748f65870ed8b5e43c8cb4862";"1";"0";"1687343995";"2023-06-21 10:39:55";"2023-06-21 10:42:11";"0000-00-00 00:00:00";"34";"0";"73";"116";"136";"125";"6658841"
"153";"0";"0";"33";"6658837";"-77";"93";"4225";"1";"7";"4";"7";"4";"6";"4";"2";"3";"-99";"23";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"1";"1";"0";"-77";"-77";"7d515f40fc8a13145f7444779fd03de1";"1";"0";"1687348776";"2023-06-21 11:59:36";"2023-06-21 12:01:09";"0000-00-00 00:00:00";"14";"43";"0";"79";"93";"85";"6658840"
"154";"0";"0";"33";"6658837";"-77";"1367";"3919";"1";"5";"4";"5";"3";"3";"4";"5";"2";"-99";"23";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6658841,6658841,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"1791f40a2d6a0dddf4bbce7a67b9cfc0";"1";"0";"1687349537";"2023-06-21 12:12:17";"2023-06-21 12:35:04";"0000-00-00 00:00:00";"8";"0";"1315";"1350";"1367";"1357";"6658841"
"155";"0";"0";"33";"6658837";"-77";"160";"-77";"1";"6";"6";"6";"5";"6";"6";"4";"2";"-99";"32";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"06859c7b11327226e1ea187e8567df4e";"1";"0";"1687350010";"2023-06-21 12:20:10";"2023-06-21 12:22:50";"0000-00-00 00:00:00";"12";"47";"0";"135";"160";"146";"6658840"
"156";"0";"0";"33";"6658837";"-77";"131";"5092";"1";"6";"4";"7";"4";"6";"4";"6";"2";"-99";"38";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"750a35fd9d66dbd08933799938678592";"1";"0";"1687350307";"2023-06-21 12:25:07";"2023-06-21 12:27:18";"0000-00-00 00:00:00";"11";"0";"50";"110";"131";"121";"6658841"
"157";"0";"0";"33";"6658837";"-77";"72";"4852";"1";"5";"5";"5";"4";"5";"5";"6";"2";"-99";"18";"2";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15";"https://fu-berlin.sona-systems.com/progress.aspx";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"04aa4f053198e25416076a44046f0815";"1";"0";"1687351472";"2023-06-21 12:44:32";"2023-06-21 12:45:44";"0000-00-00 00:00:00";"6";"0";"30";"59";"72";"64";"6658841"
"159";"0";"0";"33";"6658837";"-77";"145";"4792";"1";"5";"5";"5";"3";"4";"4";"2";"2";"-99";"27";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"1ecafd15e32e57d23ae821ee2ffd9919";"1";"0";"1687354544";"2023-06-21 13:35:44";"2023-06-21 13:38:09";"0000-00-00 00:00:00";"13";"75";"0";"120";"145";"128";"6658840"
"198";"0";"0";"33";"6658837";"-77";"183";"4645";"1";"3";"5";"3";"3";"3";"5";"5";"2";"-99";"23";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.50";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"6d1384abdbbe097f1ff99e17e7b8f5b5";"1";"0";"1687360364";"2023-06-21 15:12:44";"2023-06-21 15:15:47";"0000-00-00 00:00:00";"22";"0";"101";"157";"183";"168";"6658841"
"199";"0";"0";"33";"6658837";"-77";"116";"-77";"1";"7";"6";"7";"5";"7";"6";"7";"2";"-99";"24";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20F66 [FBAN/FBIOS;FBDV/iPhone14,4;FBMD/iPhone;FBSN/iOS;FBSV/16.5;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5]";"http://m.facebook.com";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"37000a9f04771c500350d412e2d1e7c3";"1";"0";"1687364646";"2023-06-21 16:24:06";"2023-06-21 16:26:02";"0000-00-00 00:00:00";"30";"0";"63";"97";"116";"108";"6658841"
"201";"0";"0";"33";"6658837";"-77";"99";"-77";"1";"6";"6";"6";"6";"6";"6";"6";"1";"-99";"41";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"cdefa5a710d134032fe5f5839b14a33f";"1";"0";"1687367064";"2023-06-21 17:04:24";"2023-06-21 17:06:03";"0000-00-00 00:00:00";"17";"0";"48";"80";"99";"87";"6658841"
"205";"0";"0";"33";"6658837";"-77";"204";"-77";"1";"6";"5";"6";"5";"6";"5";"5";"1";"-99";"38";"1";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";"https://l.facebook.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"c89cf3e19c23fa976417cb13c24b663f";"1";"0";"1687367673";"2023-06-21 17:14:33";"2023-06-21 17:17:57";"0000-00-00 00:00:00";"7";"0";"104";"176";"204";"193";"6658841"
"206";"0";"0";"33";"6658837";"-77";"134";"-77";"1";"4";"6";"5";"6";"5";"6";"5";"2";"-99";"50";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"159922e947bb47eb280643b847a5dfe5";"1";"0";"1687370243";"2023-06-21 17:57:23";"2023-06-21 17:59:37";"0000-00-00 00:00:00";"16";"0";"59";"97";"134";"123";"6658841"
"208";"0";"0";"33";"6658837";"-77";"167";"-77";"1";"3";"2";"3";"2";"2";"4";"4";"2";"-99";"47";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"2c194527ccd8b3db1d832e53a2b604ea";"1";"0";"1687372343";"2023-06-21 18:32:23";"2023-06-21 18:35:10";"0000-00-00 00:00:00";"31";"0";"91";"140";"167";"150";"6658841"
"209";"0";"0";"33";"6658837";"-77";"209";"-77";"1";"6";"4";"6";"4";"6";"6";"3";"2";"-99";"50";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"beb606c7b6f279e9b15809b63f0b4c58";"1";"0";"1687373008";"2023-06-21 18:43:28";"2023-06-21 18:46:57";"0000-00-00 00:00:00";"13";"48";"0";"146";"209";"179";"6658840"
"210";"0";"0";"33";"6658837";"-77";"296";"-77";"1";"6";"6";"6";"5";"6";"6";"6";"2";"-99";"42";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"04aa82089bc61b22a4b15bc980900969";"1";"0";"1687373480";"2023-06-21 18:51:20";"2023-06-21 18:56:16";"0000-00-00 00:00:00";"18";"0";"114";"261";"296";"279";"6658841"
"211";"0";"0";"32";"6658837";"-77";"-1";"-77";"1";"5";"6";"6";"4";"5";"3";"3";"2";"-99";"43";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6658841,6658841,6658841,6658841,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"d65710af569a5eddd22dcccdc2e97aa5";"1";"0";"1687374242";"2023-06-21 19:04:02";"2023-07-01 08:59:45";"0000-00-00 00:00:00";"13";"0";"827675";"827717";"827743";"827730";"6658841"
"212";"0";"0";"33";"6658837";"-77";"139";"-77";"1";"6";"5";"5";"3";"5";"5";"7";"2";"-99";"59";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"a9bb6f756ef84ad106efe5c591294c2c";"1";"0";"1687374699";"2023-06-21 19:11:39";"2023-06-21 19:13:58";"0000-00-00 00:00:00";"20";"0";"55";"119";"139";"129";"6658841"
"220";"0";"0";"33";"6658837";"-77";"285";"-77";"1";"5";"2";"6";"4";"6";"3";"1";"2";"-99";"50";"1";"Mozilla/5.0 (Linux; U; Android 11; en-gb; Redmi Note 9 Pro Build/RKQ1.200826.002) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.4896.127 Mobile Safari/537.36 XiaoMi/MiuiBrowser/13.30.1-gn";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"34e76cdc8295a7d6644d76ea8f3d5277";"1";"0";"1687379618";"2023-06-21 20:33:38";"2023-06-21 20:38:23";"0000-00-00 00:00:00";"37";"161";"0";"260";"285";"270";"6658840"
"221";"0";"0";"33";"6658837";"-77";"515";"-77";"1";"3";"5";"3";"6";"3";"5";"2";"2";"-99";"33";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"ca7710c99b2f161db696e9280b6b635e";"1";"0";"1687380526";"2023-06-21 20:48:46";"2023-06-21 20:57:21";"0000-00-00 00:00:00";"87";"254";"0";"468";"515";"489";"6658840"
"247";"0";"0";"33";"6658837";"-77";"505";"-77";"1";"4";"5";"5";"3";"5";"5";"2";"1";"-99";"33";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"1bde7f612b3961485ff74769ccbc59ef";"1";"0";"1687425215";"2023-06-22 09:13:35";"2023-06-22 09:22:00";"0000-00-00 00:00:00";"339";"0";"388";"459";"505";"480";"6658841"
"249";"0";"0";"33";"6658837";"-77";"77";"-77";"1";"3";"5";"3";"5";"3";"5";"1";"2";"-99";"24";"1";"Mozilla/5.0 (Linux; Android 9; EML-L29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.58 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"f625c17154bf2629350fa1e2fe2b7c04";"1";"0";"1687417984";"2023-06-22 07:13:04";"2023-06-22 07:14:21";"0000-00-00 00:00:00";"6";"28";"0";"61";"77";"67";"6658840"
"250";"0";"0";"33";"6658837";"-77";"268";"-77";"1";"6";"6";"6";"4";"2";"2";"6";"2";"-99";"55";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.51";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"2468fbce3ac438e01ce670d1705c075a";"1";"0";"1687419447";"2023-06-22 07:37:27";"2023-06-22 07:41:55";"0000-00-00 00:00:00";"33";"82";"0";"227";"268";"248";"6658840"
"252";"0";"0";"33";"6658837";"-77";"350";"4900";"1";"5";"5";"5";"4";"5";"4";"5";"2";"-99";"33";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.43";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"1";"0";"-77";"-77";"f08c3cdde65df0dcd0c5ed435be8e887";"1";"0";"1687421059";"2023-06-22 08:04:19";"2023-06-22 08:10:09";"0000-00-00 00:00:00";"166";"0";"226";"323";"350";"334";"6658841"
"253";"0";"0";"33";"6658837";"-77";"76";"3451";"1";"4";"5";"4";"4";"4";"4";"5";"2";"-99";"23";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"b6ae6c9e3906c2c4f28db8017264a1ed";"1";"0";"1687421272";"2023-06-22 08:07:52";"2023-06-22 08:09:08";"0000-00-00 00:00:00";"9";"0";"30";"55";"76";"67";"6658841"
